id_wycieczki,id_osoby,data_platnosci,ocena
64,356,2023-11-04,5.0
64,324,2023-10-24,4.0
64,503,2023-10-29,5.0
64,443,2023-09-29,2.0
64,142,2023-10-16,4.0
64,374,2023-09-26,5.0
64,557,2023-10-24,5.0
64,394,2023-10-21,3.0
64,828,2023-10-20,
64,152,2023-10-06,5.0
64,655,2023-10-05,4.0
64,33,2023-10-29,3.0
64,48,2023-10-04,
64,820,2023-09-26,5.0
64,542,2023-10-17,4.0
64,565,2023-10-24,4.0
64,840,2023-10-03,5.0
64,495,2023-10-17,5.0
64,499,2023-10-30,
64,544,2023-10-28,
64,458,2023-10-17,
64,593,2023-11-05,5.0
64,809,2023-10-27,5.0
65,447,2023-09-28,5.0
65,594,2023-10-31,5.0
65,459,2023-10-26,1.0
65,30,2023-10-07,2.0
65,34,2023-11-01,
65,266,2023-11-02,5.0
65,666,2023-10-22,4.0
65,794,2023-10-30,
65,22,2023-10-01,5.0
65,557,2023-10-22,5.0
65,642,2023-10-02,
65,365,2023-10-10,2.0
65,780,2023-10-09,
65,541,2023-10-05,5.0
65,307,2023-10-08,4.0
65,414,2023-10-26,
65,472,2023-11-01,2.0
65,196,2023-10-27,
65,549,2023-10-14,4.0
65,718,2023-09-24,2.0
65,630,2023-10-06,4.0
65,101,2023-09-28,
65,761,2023-09-28,
65,324,2023-10-05,2.0
65,501,2023-10-01,2.0
65,726,2023-11-06,4.0
65,455,2023-10-08,4.0
65,42,2023-10-16,4.0
65,822,2023-11-01,
65,508,2023-10-04,
65,684,2023-10-05,1.0
65,136,2023-10-18,1.0
65,454,2023-10-01,2.0
65,844,2023-10-05,
65,66,2023-10-03,5.0
65,671,2023-10-04,
65,741,2023-11-06,1.0
65,488,2023-10-08,
65,25,2023-10-20,3.0
65,230,2023-10-14,5.0
65,139,2023-10-27,
65,864,2023-09-30,2.0
65,126,2023-10-19,3.0
65,492,2023-11-05,
65,491,2023-10-02,3.0
65,353,2023-10-08,
66,465,2023-11-08,2.0
66,554,2023-10-20,5.0
66,310,2023-10-17,5.0
66,757,2023-10-18,2.0
66,320,2023-10-13,1.0
66,184,2023-10-23,
66,254,2023-09-25,5.0
66,4,2023-10-13,4.0
66,475,2023-11-06,
66,389,2023-10-09,
66,113,2023-10-20,3.0
66,586,2023-10-02,1.0
66,216,2023-11-04,5.0
66,305,2023-10-28,5.0
66,660,2023-10-18,
66,76,2023-09-30,2.0
66,438,2023-09-24,4.0
66,220,2023-10-30,
66,419,2023-10-25,4.0
66,473,2023-10-01,5.0
66,323,2023-11-06,
66,884,2023-10-25,
66,230,2023-09-25,5.0
66,196,2023-10-24,4.0
66,851,2023-10-15,1.0
66,869,2023-09-28,4.0
66,86,2023-10-03,5.0
66,658,2023-09-26,3.0
66,870,2023-10-01,
66,543,2023-10-17,
66,12,2023-10-12,5.0
66,486,2023-10-21,4.0
66,447,2023-09-24,
66,213,2023-10-23,3.0
66,436,2023-10-10,5.0
66,724,2023-10-06,5.0
66,446,2023-09-25,2.0
66,534,2023-09-27,
66,381,2023-11-08,5.0
66,488,2023-10-06,5.0
66,676,2023-09-29,3.0
66,179,2023-10-28,3.0
66,370,2023-10-19,3.0
66,264,2023-09-28,5.0
66,876,2023-10-10,5.0
67,90,2023-11-02,3.0
67,558,2023-10-13,5.0
67,564,2023-10-25,5.0
67,26,2023-10-12,3.0
67,303,2023-10-13,2.0
67,71,2023-10-16,
67,449,2023-11-12,
67,489,2023-10-07,5.0
67,485,2023-10-14,1.0
67,84,2023-10-05,
67,102,2023-11-02,
67,566,2023-10-24,3.0
67,226,2023-10-26,4.0
67,46,2023-10-09,
67,426,2023-10-14,4.0
67,259,2023-11-11,5.0
67,447,2023-10-17,5.0
67,75,2023-11-02,1.0
67,681,2023-10-07,2.0
67,888,2023-10-19,
67,642,2023-11-02,
67,268,2023-10-20,5.0
67,750,2023-10-11,4.0
67,469,2023-09-29,
67,332,2023-10-08,
67,766,2023-10-02,
67,241,2023-10-25,5.0
67,51,2023-11-09,2.0
67,753,2023-10-10,5.0
67,814,2023-10-19,4.0
67,637,2023-11-09,3.0
67,278,2023-10-09,1.0
67,230,2023-10-10,2.0
67,515,2023-11-01,4.0
67,823,2023-10-09,5.0
67,530,2023-11-07,
68,408,2023-10-14,2.0
68,884,2023-11-11,
68,215,2023-10-21,5.0
68,564,2023-10-30,4.0
68,184,2023-10-13,4.0
68,307,2023-11-05,
68,97,2023-11-07,5.0
68,683,2023-10-17,1.0
68,477,2023-10-28,5.0
68,869,2023-11-03,1.0
68,331,2023-11-02,5.0
68,580,2023-11-06,
68,847,2023-10-20,4.0
68,623,2023-10-22,5.0
68,241,2023-10-22,1.0
68,760,2023-10-03,4.0
68,385,2023-10-25,5.0
68,758,2023-10-06,1.0
68,251,2023-11-11,5.0
68,179,2023-10-23,4.0
68,713,2023-11-04,2.0
68,136,2023-10-09,
68,909,2023-11-13,3.0
68,882,2023-10-02,
68,142,2023-10-21,
68,101,2023-11-05,5.0
68,874,2023-10-16,
68,823,2023-11-04,5.0
68,88,2023-10-16,
68,575,2023-09-29,5.0
68,707,2023-10-25,5.0
68,182,2023-11-07,4.0
68,746,2023-10-08,5.0
68,571,2023-10-09,5.0
68,68,2023-10-22,2.0
68,668,2023-10-14,5.0
68,55,2023-11-02,5.0
69,24,2023-10-24,4.0
69,299,2023-11-13,
69,14,2023-09-30,5.0
69,832,2023-10-05,4.0
69,38,2023-10-30,5.0
69,474,2023-10-01,2.0
69,564,2023-11-03,3.0
69,819,2023-10-13,2.0
69,580,2023-10-24,5.0
69,32,2023-10-11,5.0
69,673,2023-10-17,
69,469,2023-10-26,4.0
69,762,2023-10-28,5.0
69,242,2023-10-01,
69,235,2023-10-24,
69,448,2023-10-06,
69,308,2023-10-24,4.0
69,780,2023-11-09,2.0
69,744,2023-10-04,5.0
69,574,2023-10-29,
69,95,2023-11-01,2.0
69,759,2023-10-26,4.0
69,834,2023-10-07,5.0
69,142,2023-10-09,5.0
69,489,2023-10-16,3.0
69,445,2023-10-02,5.0
69,652,2023-11-03,3.0
69,691,2023-10-12,
69,318,2023-10-18,5.0
69,869,2023-11-04,
69,273,2023-11-13,4.0
69,457,2023-10-08,3.0
69,552,2023-10-22,4.0
69,411,2023-10-26,4.0
69,809,2023-11-10,5.0
69,183,2023-10-03,3.0
69,153,2023-10-10,
69,910,2023-11-06,
69,186,2023-10-08,5.0
69,82,2023-10-23,3.0
69,844,2023-10-11,
69,751,2023-10-11,3.0
69,568,2023-10-07,5.0
69,367,2023-10-25,
69,783,2023-10-08,4.0
69,908,2023-10-18,
69,484,2023-10-10,5.0
70,925,2023-11-17,5.0
70,229,2023-10-21,4.0
70,726,2023-11-16,
70,514,2023-10-13,5.0
70,111,2023-11-17,2.0
70,133,2023-10-11,
70,877,2023-11-03,5.0
70,927,2023-10-15,5.0
70,505,2023-11-12,5.0
70,397,2023-11-02,5.0
70,173,2023-11-09,5.0
70,606,2023-11-15,5.0
70,236,2023-11-06,1.0
70,207,2023-11-09,4.0
70,907,2023-11-15,
70,712,2023-10-30,2.0
70,17,2023-10-20,
70,120,2023-10-19,2.0
70,391,2023-11-04,5.0
70,551,2023-11-02,
70,336,2023-10-25,5.0
70,844,2023-10-06,2.0
70,509,2023-10-11,
70,881,2023-11-16,1.0
70,223,2023-11-05,
70,851,2023-10-22,4.0
70,623,2023-10-06,1.0
70,307,2023-10-08,5.0
70,33,2023-11-17,5.0
70,9,2023-11-07,5.0
70,80,2023-11-16,
70,673,2023-10-31,4.0
70,548,2023-10-29,5.0
70,213,2023-11-02,5.0
70,717,2023-10-25,
70,150,2023-11-04,
70,261,2023-10-12,
70,443,2023-10-21,3.0
70,320,2023-11-15,1.0
70,170,2023-10-13,4.0
70,769,2023-10-21,5.0
70,914,2023-10-05,5.0
70,592,2023-10-08,2.0
70,607,2023-10-13,
70,734,2023-11-07,5.0
70,176,2023-11-08,4.0
70,8,2023-10-27,
70,848,2023-10-20,5.0
70,316,2023-11-11,4.0
71,744,2023-11-13,4.0
71,238,2023-10-20,2.0
71,64,2023-10-16,5.0
71,602,2023-10-29,4.0
71,80,2023-11-23,
71,493,2023-10-28,5.0
71,428,2023-11-22,
71,838,2023-10-15,
71,537,2023-11-02,5.0
71,34,2023-11-20,3.0
71,319,2023-10-09,
71,318,2023-10-11,2.0
71,745,2023-10-12,5.0
71,548,2023-11-18,5.0
71,84,2023-11-06,3.0
71,174,2023-10-28,5.0
71,626,2023-10-23,4.0
71,273,2023-10-20,4.0
71,483,2023-11-10,3.0
71,365,2023-11-21,4.0
71,376,2023-10-17,5.0
71,525,2023-11-11,4.0
71,89,2023-10-31,5.0
71,605,2023-11-17,4.0
71,808,2023-11-23,5.0
71,236,2023-11-23,
71,710,2023-10-21,
71,299,2023-10-25,5.0
71,806,2023-10-31,
71,6,2023-10-30,5.0
71,133,2023-10-12,5.0
71,149,2023-10-20,3.0
71,137,2023-11-04,
71,414,2023-11-04,5.0
71,4,2023-10-20,3.0
71,351,2023-10-29,4.0
71,562,2023-10-14,
71,641,2023-11-22,5.0
71,199,2023-10-20,
71,585,2023-11-09,5.0
71,873,2023-10-10,
71,269,2023-10-11,5.0
71,777,2023-10-20,4.0
71,931,2023-10-17,4.0
71,855,2023-11-18,3.0
71,372,2023-10-18,
71,284,2023-10-13,5.0
71,259,2023-10-30,5.0
71,416,2023-10-26,5.0
71,244,2023-10-24,2.0
72,800,2023-11-06,4.0
72,792,2023-10-17,5.0
72,310,2023-11-20,5.0
72,141,2023-10-24,3.0
72,818,2023-11-21,5.0
72,123,2023-10-14,5.0
72,893,2023-11-04,5.0
72,874,2023-11-05,5.0
72,152,2023-10-15,
72,787,2023-10-12,4.0
72,960,2023-10-14,4.0
72,129,2023-10-28,
72,228,2023-11-15,
72,786,2023-10-12,
72,249,2023-10-10,1.0
72,54,2023-11-24,5.0
72,940,2023-11-14,4.0
72,286,2023-10-13,5.0
72,540,2023-10-15,3.0
72,878,2023-10-19,5.0
72,661,2023-11-18,
72,433,2023-11-09,
72,522,2023-10-29,4.0
72,604,2023-11-17,5.0
72,56,2023-11-24,5.0
72,469,2023-11-15,
72,712,2023-11-16,4.0
72,929,2023-11-22,5.0
72,959,2023-10-21,
72,789,2023-10-14,5.0
72,813,2023-11-14,4.0
72,282,2023-11-10,3.0
72,330,2023-10-16,5.0
72,261,2023-11-06,4.0
72,536,2023-11-13,5.0
72,688,2023-11-13,5.0
72,338,2023-10-21,3.0
72,854,2023-10-20,4.0
73,592,2023-11-01,
73,495,2023-10-21,5.0
73,240,2023-10-12,4.0
73,487,2023-11-02,
73,319,2023-10-30,
73,235,2023-11-12,3.0
73,540,2023-11-08,5.0
73,918,2023-11-04,5.0
73,279,2023-10-24,
73,873,2023-11-26,5.0
73,382,2023-11-11,3.0
73,67,2023-11-01,
73,804,2023-10-21,4.0
73,840,2023-10-23,5.0
73,233,2023-10-27,
73,330,2023-11-17,4.0
73,479,2023-10-28,5.0
73,683,2023-11-19,5.0
73,663,2023-10-12,5.0
73,831,2023-11-09,5.0
73,822,2023-11-26,
73,638,2023-10-25,4.0
73,523,2023-10-18,5.0
73,536,2023-11-10,5.0
73,20,2023-10-19,2.0
73,671,2023-10-26,
73,321,2023-10-29,5.0
73,665,2023-10-23,5.0
73,501,2023-10-13,5.0
73,571,2023-10-18,4.0
73,773,2023-10-23,5.0
73,413,2023-11-11,
73,738,2023-11-05,1.0
73,680,2023-10-24,5.0
73,447,2023-11-17,5.0
73,716,2023-11-05,
73,152,2023-10-12,5.0
73,698,2023-10-29,5.0
73,937,2023-10-27,5.0
73,57,2023-11-08,
73,47,2023-11-24,3.0
73,576,2023-10-13,4.0
73,287,2023-10-22,3.0
73,591,2023-11-12,3.0
73,96,2023-11-17,5.0
73,867,2023-11-07,
73,725,2023-10-23,
74,203,2023-11-21,3.0
74,851,2023-11-16,5.0
74,680,2023-11-16,1.0
74,944,2023-10-25,5.0
74,966,2023-11-09,
74,769,2023-10-20,2.0
74,244,2023-11-03,1.0
74,208,2023-11-20,5.0
74,222,2023-11-27,1.0
74,791,2023-11-15,5.0
74,174,2023-11-09,3.0
74,113,2023-11-23,4.0
74,200,2023-11-18,5.0
74,754,2023-10-22,
74,496,2023-11-18,5.0
74,861,2023-11-17,5.0
74,461,2023-11-08,
74,622,2023-11-14,
74,146,2023-11-02,4.0
74,233,2023-11-19,
74,894,2023-11-11,
74,77,2023-10-28,3.0
74,82,2023-11-05,5.0
74,609,2023-10-20,
74,224,2023-10-30,5.0
74,116,2023-10-18,5.0
74,214,2023-11-21,4.0
74,742,2023-10-24,5.0
74,169,2023-11-08,
74,656,2023-11-01,5.0
74,954,2023-10-30,4.0
74,617,2023-11-24,
74,209,2023-10-28,5.0
74,269,2023-11-04,
74,788,2023-11-29,
74,789,2023-11-11,1.0
74,563,2023-11-20,4.0
74,70,2023-10-18,2.0
74,767,2023-11-20,5.0
75,617,2023-11-20,3.0
75,577,2023-10-21,5.0
75,99,2023-11-17,2.0
75,354,2023-11-19,4.0
75,520,2023-11-25,5.0
75,659,2023-11-07,
75,825,2023-11-22,1.0
75,897,2023-10-31,1.0
75,411,2023-11-20,
75,228,2023-11-24,5.0
75,623,2023-11-23,
75,910,2023-11-18,2.0
75,602,2023-10-26,5.0
75,905,2023-11-10,
75,349,2023-12-01,
75,966,2023-11-06,4.0
75,353,2023-10-31,
75,524,2023-11-14,4.0
75,363,2023-11-23,5.0
75,695,2023-10-21,
75,350,2023-10-22,5.0
75,140,2023-10-20,1.0
75,829,2023-10-31,3.0
75,15,2023-11-25,1.0
75,387,2023-11-17,4.0
75,154,2023-11-03,1.0
75,389,2023-11-17,5.0
75,351,2023-11-19,5.0
75,811,2023-12-01,3.0
75,527,2023-11-09,3.0
75,381,2023-11-23,2.0
75,464,2023-11-10,
76,582,2023-11-03,5.0
76,719,2023-10-20,
76,662,2023-10-20,5.0
76,187,2023-11-27,
76,767,2023-11-13,
76,669,2023-12-01,5.0
76,42,2023-11-20,5.0
76,392,2023-10-21,5.0
76,115,2023-11-17,5.0
76,479,2023-11-28,4.0
76,506,2023-11-06,2.0
76,495,2023-10-26,2.0
76,586,2023-11-30,
76,293,2023-11-03,2.0
76,698,2023-11-29,
76,563,2023-11-17,1.0
76,98,2023-11-22,5.0
76,322,2023-11-01,1.0
76,61,2023-11-13,4.0
76,124,2023-10-30,3.0
76,16,2023-10-20,5.0
76,299,2023-11-19,3.0
76,498,2023-12-02,5.0
76,347,2023-10-22,5.0
76,645,2023-10-31,4.0
76,1006,2023-11-30,4.0
76,521,2023-10-26,4.0
76,171,2023-11-04,
76,635,2023-11-20,
76,723,2023-11-05,5.0
76,485,2023-10-25,3.0
76,30,2023-11-27,5.0
76,469,2023-11-05,5.0
76,158,2023-11-22,5.0
76,549,2023-11-06,
76,938,2023-11-14,
76,748,2023-11-21,
76,735,2023-11-15,
76,448,2023-12-01,4.0
77,1023,2023-11-05,1.0
77,465,2023-12-06,5.0
77,633,2023-10-31,5.0
77,560,2023-11-16,4.0
77,97,2023-11-02,
77,383,2023-10-26,5.0
77,945,2023-11-19,4.0
77,521,2023-11-14,
77,530,2023-11-29,
77,280,2023-10-27,5.0
77,660,2023-10-27,4.0
77,678,2023-10-29,
77,711,2023-10-27,5.0
77,572,2023-11-14,
77,815,2023-10-26,2.0
77,552,2023-12-04,1.0
77,299,2023-11-28,5.0
77,752,2023-11-22,
77,469,2023-11-09,1.0
77,407,2023-10-30,4.0
77,40,2023-11-18,5.0
77,710,2023-10-25,3.0
77,227,2023-11-20,4.0
77,498,2023-11-27,
77,721,2023-11-12,4.0
77,791,2023-11-02,3.0
77,12,2023-11-26,2.0
77,553,2023-11-24,
77,375,2023-12-03,4.0
77,911,2023-10-30,4.0
77,765,2023-11-03,
77,384,2023-12-04,2.0
77,876,2023-12-01,
77,1027,2023-12-05,4.0
77,105,2023-11-14,1.0
77,392,2023-11-13,5.0
77,305,2023-11-03,
77,585,2023-11-04,
77,1012,2023-12-06,4.0
77,342,2023-10-26,
77,258,2023-11-10,4.0
77,788,2023-10-29,4.0
77,279,2023-11-24,2.0
77,51,2023-12-06,3.0
77,501,2023-11-04,
77,16,2023-11-27,4.0
77,112,2023-10-30,
77,909,2023-11-03,5.0
77,843,2023-12-02,
78,181,2023-12-04,4.0
78,622,2023-10-29,3.0
78,808,2023-11-01,4.0
78,368,2023-10-28,4.0
78,876,2023-10-31,
78,302,2023-10-28,4.0
78,803,2023-12-05,4.0
78,1031,2023-11-15,2.0
78,395,2023-11-20,5.0
78,330,2023-10-26,2.0
78,367,2023-11-22,5.0
78,785,2023-11-17,4.0
78,780,2023-12-03,5.0
78,932,2023-11-15,2.0
78,365,2023-11-25,5.0
78,533,2023-11-30,2.0
78,214,2023-11-04,3.0
78,486,2023-11-27,4.0
78,1000,2023-10-22,5.0
78,220,2023-10-31,4.0
78,405,2023-11-24,4.0
78,557,2023-11-14,4.0
78,343,2023-11-15,4.0
78,1021,2023-11-14,5.0
78,563,2023-11-20,5.0
78,715,2023-10-24,
78,835,2023-11-06,4.0
78,75,2023-11-05,5.0
78,530,2023-11-04,5.0
78,879,2023-11-19,4.0
78,587,2023-11-23,
78,687,2023-11-19,2.0
78,797,2023-11-13,4.0
78,35,2023-10-27,2.0
78,472,2023-11-17,5.0
78,291,2023-11-29,3.0
78,943,2023-11-03,
78,688,2023-10-26,4.0
78,680,2023-10-26,1.0
78,791,2023-10-30,5.0
78,606,2023-10-25,5.0
78,783,2023-11-06,5.0
78,939,2023-11-07,5.0
78,777,2023-10-29,5.0
78,573,2023-11-30,2.0
78,16,2023-11-01,2.0
78,1026,2023-10-27,5.0
78,908,2023-11-25,5.0
79,789,2023-11-24,4.0
79,776,2023-10-26,
79,732,2023-11-23,3.0
79,795,2023-12-07,
79,718,2023-11-09,5.0
79,960,2023-11-07,5.0
79,474,2023-10-31,2.0
79,398,2023-11-14,2.0
79,231,2023-11-15,
79,669,2023-12-07,1.0
79,773,2023-11-22,
79,276,2023-11-04,
79,833,2023-11-06,
79,500,2023-11-08,5.0
79,193,2023-10-29,1.0
79,787,2023-11-12,5.0
79,627,2023-11-21,4.0
79,1043,2023-11-23,2.0
79,48,2023-11-26,5.0
79,764,2023-11-05,2.0
79,948,2023-11-30,5.0
79,962,2023-10-31,5.0
79,809,2023-12-05,
79,267,2023-11-17,5.0
79,768,2023-11-06,1.0
79,335,2023-12-08,
79,585,2023-11-29,4.0
79,63,2023-11-18,
79,28,2023-10-24,
79,11,2023-11-22,3.0
79,1014,2023-10-26,5.0
79,1003,2023-11-23,4.0
79,1020,2023-10-27,
79,696,2023-11-08,2.0
79,139,2023-11-18,2.0
79,957,2023-11-14,
79,680,2023-11-09,5.0
79,874,2023-12-04,2.0
80,700,2023-11-24,3.0
80,40,2023-11-27,
80,526,2023-12-06,
80,1008,2023-12-10,2.0
80,171,2023-10-31,
80,840,2023-11-13,1.0
80,1003,2023-11-13,5.0
80,234,2023-11-14,
80,146,2023-11-30,5.0
80,153,2023-11-21,5.0
80,976,2023-10-31,4.0
80,890,2023-12-10,5.0
80,805,2023-11-03,5.0
80,21,2023-12-11,5.0
80,920,2023-11-30,
80,11,2023-12-04,5.0
80,46,2023-11-16,5.0
80,272,2023-11-14,5.0
80,671,2023-11-29,5.0
80,698,2023-11-11,
80,85,2023-11-11,5.0
80,983,2023-11-01,5.0
80,818,2023-11-18,5.0
80,93,2023-11-15,4.0
80,202,2023-10-30,
80,910,2023-11-22,2.0
80,672,2023-11-02,4.0
80,871,2023-12-02,3.0
80,532,2023-10-29,3.0
80,508,2023-11-20,5.0
80,493,2023-11-12,5.0
80,497,2023-11-26,
80,1064,2023-11-01,
80,624,2023-11-17,5.0
80,240,2023-11-03,5.0
80,243,2023-10-27,5.0
80,28,2023-11-09,
80,91,2023-12-11,
80,670,2023-11-02,4.0
80,371,2023-11-29,5.0
80,210,2023-11-09,2.0
80,608,2023-11-16,3.0
80,880,2023-11-19,
80,362,2023-12-08,3.0
80,645,2023-11-08,5.0
80,166,2023-12-07,5.0
80,22,2023-11-28,
81,973,2023-11-24,4.0
81,608,2023-12-11,5.0
81,159,2023-11-15,
81,316,2023-11-20,3.0
81,834,2023-11-23,5.0
81,646,2023-11-10,
81,18,2023-11-14,
81,799,2023-12-03,5.0
81,55,2023-11-14,5.0
81,364,2023-10-29,
81,59,2023-11-02,5.0
81,651,2023-12-12,5.0
81,390,2023-11-06,5.0
81,76,2023-11-04,2.0
81,294,2023-12-04,5.0
81,132,2023-12-12,3.0
81,468,2023-11-09,4.0
81,489,2023-11-12,4.0
81,955,2023-12-05,4.0
81,288,2023-10-31,
81,1014,2023-12-01,5.0
81,976,2023-11-20,4.0
81,682,2023-11-09,5.0
81,291,2023-11-07,5.0
81,724,2023-11-24,
81,1051,2023-11-03,3.0
81,165,2023-11-25,
81,862,2023-10-28,5.0
81,775,2023-11-23,5.0
81,507,2023-11-28,
81,846,2023-12-11,
81,9,2023-11-23,5.0
81,201,2023-11-11,
81,698,2023-12-12,5.0
81,709,2023-10-30,1.0
81,835,2023-11-17,3.0
81,949,2023-12-08,
81,16,2023-11-08,2.0
81,647,2023-11-01,5.0
81,268,2023-11-12,1.0
81,813,2023-11-02,4.0
81,445,2023-11-06,5.0
81,77,2023-11-20,4.0
81,833,2023-11-28,2.0
81,276,2023-11-10,
81,106,2023-11-23,2.0
81,827,2023-11-27,
82,1074,2023-11-28,5.0
82,180,2023-12-14,
82,801,2023-12-07,3.0
82,1063,2023-11-29,2.0
82,601,2023-11-19,5.0
82,212,2023-12-03,
82,254,2023-12-08,
82,767,2023-11-27,2.0
82,995,2023-12-10,5.0
82,837,2023-12-09,
82,40,2023-12-01,5.0
82,1037,2023-11-17,
82,73,2023-12-02,2.0
82,922,2023-12-10,5.0
82,731,2023-11-17,
82,311,2023-11-27,5.0
82,513,2023-11-23,
82,1045,2023-11-28,5.0
82,454,2023-11-08,5.0
82,500,2023-11-21,
82,487,2023-12-10,4.0
82,1026,2023-12-06,2.0
82,1044,2023-10-30,4.0
82,504,2023-11-07,5.0
82,153,2023-12-13,5.0
82,744,2023-11-20,2.0
82,518,2023-12-02,
82,385,2023-12-08,
82,954,2023-11-15,
82,606,2023-12-07,5.0
82,873,2023-10-31,2.0
82,702,2023-11-29,5.0
82,46,2023-12-08,
82,667,2023-11-01,5.0
82,481,2023-12-02,5.0
82,412,2023-11-13,3.0
82,819,2023-11-11,2.0
82,401,2023-12-13,5.0
82,427,2023-11-07,5.0
82,359,2023-11-26,5.0
82,270,2023-11-04,5.0
82,244,2023-12-10,2.0
83,444,2023-11-26,5.0
83,958,2023-11-21,5.0
83,559,2023-11-26,1.0
83,328,2023-11-05,2.0
83,636,2023-12-04,3.0
83,346,2023-11-26,
83,25,2023-12-02,4.0
83,512,2023-11-12,5.0
83,426,2023-11-15,5.0
83,238,2023-12-16,5.0
83,341,2023-11-22,
83,964,2023-11-23,
83,803,2023-12-08,
83,730,2023-11-28,5.0
83,50,2023-12-06,5.0
83,126,2023-12-07,
83,464,2023-12-16,2.0
83,555,2023-11-22,3.0
83,649,2023-11-29,1.0
83,610,2023-11-28,3.0
83,523,2023-12-15,2.0
83,714,2023-11-11,5.0
83,718,2023-11-01,
83,549,2023-11-24,5.0
83,474,2023-12-07,5.0
83,768,2023-11-04,
83,866,2023-12-08,5.0
83,812,2023-11-06,5.0
83,278,2023-12-14,3.0
83,554,2023-12-09,1.0
83,705,2023-11-12,4.0
84,420,2023-12-14,4.0
84,823,2023-11-12,5.0
84,1068,2023-11-30,
84,482,2023-11-05,5.0
84,545,2023-11-13,
84,1057,2023-11-21,5.0
84,770,2023-11-21,5.0
84,912,2023-11-24,5.0
84,189,2023-11-01,2.0
84,1041,2023-11-12,5.0
84,899,2023-11-29,1.0
84,953,2023-12-05,4.0
84,516,2023-12-02,5.0
84,1017,2023-11-23,5.0
84,741,2023-11-05,1.0
84,109,2023-11-26,
84,946,2023-11-06,2.0
84,1118,2023-11-30,5.0
84,441,2023-11-06,4.0
84,1026,2023-12-11,
84,572,2023-11-09,5.0
84,987,2023-11-17,2.0
84,780,2023-12-03,
84,116,2023-11-04,5.0
84,785,2023-11-21,4.0
84,848,2023-11-16,5.0
84,464,2023-12-13,
84,975,2023-11-10,3.0
84,356,2023-12-09,4.0
84,237,2023-11-22,3.0
84,1080,2023-12-13,
84,622,2023-11-21,4.0
84,1001,2023-11-18,5.0
84,904,2023-11-29,5.0
84,1013,2023-11-05,
84,868,2023-11-24,
84,935,2023-12-06,5.0
84,393,2023-11-17,3.0
84,276,2023-11-15,4.0
84,1022,2023-11-29,3.0
85,572,2023-11-25,5.0
85,503,2023-12-16,5.0
85,395,2023-12-07,
85,701,2023-12-19,
85,1126,2023-12-16,
85,788,2023-12-07,
85,1139,2023-11-20,
85,257,2023-11-28,5.0
85,686,2023-11-29,5.0
85,431,2023-12-15,4.0
85,274,2023-11-14,4.0
85,743,2023-12-10,3.0
85,837,2023-11-25,2.0
85,693,2023-12-03,2.0
85,76,2023-11-16,5.0
85,151,2023-12-18,4.0
85,383,2023-11-17,5.0
85,280,2023-11-09,
85,621,2023-12-02,4.0
85,229,2023-12-09,4.0
85,709,2023-11-13,5.0
85,566,2023-12-11,4.0
85,478,2023-11-24,4.0
85,202,2023-11-20,4.0
85,238,2023-11-18,
85,899,2023-12-16,5.0
85,321,2023-11-15,2.0
85,46,2023-12-13,
85,539,2023-11-26,2.0
85,804,2023-11-22,3.0
85,592,2023-11-22,
85,562,2023-11-21,2.0
85,507,2023-11-21,
85,774,2023-11-07,3.0
86,605,2023-11-07,4.0
86,684,2023-11-25,
86,163,2023-11-23,4.0
86,462,2023-11-30,
86,143,2023-11-05,
86,283,2023-11-29,5.0
86,262,2023-12-07,5.0
86,542,2023-12-16,5.0
86,960,2023-11-23,2.0
86,336,2023-12-11,5.0
86,499,2023-12-07,5.0
86,861,2023-12-19,
86,26,2023-11-18,
86,665,2023-11-13,3.0
86,395,2023-12-01,5.0
86,373,2023-12-01,5.0
86,6,2023-12-11,
86,602,2023-11-19,
86,317,2023-11-09,5.0
86,29,2023-11-06,1.0
86,209,2023-11-21,5.0
86,51,2023-11-18,
86,275,2023-11-23,
86,708,2023-12-12,4.0
86,751,2023-12-15,2.0
86,713,2023-11-19,5.0
86,651,2023-11-29,4.0
86,1079,2023-11-26,
86,653,2023-12-09,5.0
86,725,2023-11-17,4.0
86,1022,2023-12-15,5.0
86,260,2023-11-11,4.0
86,569,2023-12-01,
86,860,2023-11-12,5.0
86,179,2023-11-04,5.0
86,1107,2023-12-13,3.0
86,326,2023-12-18,3.0
87,116,2023-11-09,
87,217,2023-12-21,4.0
87,538,2023-12-20,5.0
87,827,2023-11-20,1.0
87,1119,2023-11-21,5.0
87,1137,2023-12-20,3.0
87,792,2023-11-25,4.0
87,677,2023-11-24,5.0
87,676,2023-12-12,5.0
87,244,2023-11-19,5.0
87,134,2023-12-19,3.0
87,708,2023-11-30,
87,441,2023-11-07,5.0
87,227,2023-11-19,1.0
87,1003,2023-11-27,5.0
87,483,2023-11-13,
87,250,2023-12-18,4.0
87,285,2023-11-09,2.0
87,848,2023-11-20,5.0
87,342,2023-11-20,4.0
87,799,2023-11-17,
87,320,2023-12-02,5.0
87,1035,2023-11-07,
87,107,2023-11-08,2.0
87,944,2023-11-22,5.0
87,402,2023-12-12,3.0
87,411,2023-11-13,3.0
87,582,2023-11-24,5.0
87,46,2023-11-24,2.0
87,665,2023-11-11,
87,1072,2023-12-05,4.0
87,574,2023-11-12,4.0
87,522,2023-11-15,5.0
87,997,2023-11-23,4.0
87,1062,2023-12-04,3.0
87,563,2023-12-03,
87,573,2023-12-02,5.0
87,379,2023-11-20,4.0
